Name,ID,Spectrogram,Instrument,Genre,Mood,Theme,Happy,Sad,Aggressive,Relaxed,Popularity,Engagement
SO_CR_88_top_loop_stardust.mp3,11,"[[0.00134043 0.00049637 0.00026138 ... 0.         0.         0.        ]
 [0.02034094 0.0342684  0.02115483 ... 0.         0.         0.        ]
 [0.02768213 0.04460149 0.02051722 ... 0.         0.         0.        ]
 ...
 [0.02836865 0.02318081 0.00229969 ... 0.         0.         0.        ]
 [0.01636519 0.01508867 0.00244095 ... 0.         0.         0.        ]
 [0.00160176 0.00139428 0.00024808 ... 0.         0.         0.        ]]",drum,"['hiphop', 'electronic', 'ambient']","['humorous', 'silly', 'campy', 'quirky', 'whimsical', 'witty', 'wry']","['deep', 'energetic', 'film', 'summer', 'dark']",0.10170001,0.9092605,0.14365764,0.36484322,0.07100019,0.87543964
SCP_CV_125_songstarter_lullaby_verse_thick_A.mp3,12,"[[2.24702340e-02 3.44712347e-01 5.12661076e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [2.28581369e-01 5.58024168e+00 3.27965088e+01 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [1.73739839e+00 2.60367393e+01 3.77901840e+01 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 ...
 [2.31658088e-08 5.46014363e-08 1.26568231e-08 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [6.94653390e-10 1.93868241e-10 1.43118685e-11 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [2.14752521e-10 1.40091272e-10 1.74889079e-11 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",others,"['electronic', 'house']","['aggressive', 'fiery', 'tense', 'anxious', 'intense', 'volatile', 'visceral']","['deep', 'dark', 'energetic', 'space', 'summer']",0.059932817,0.84294146,0.08949443,0.4005263,0.1822987,0.6804297
Strum_D#m7_High.mp3,13,"[[7.1645132e-04 7.1405675e-03 7.6982086e-03 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.7518615e-02 3.8558166e-02 1.3823264e-02 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [8.7736391e-02 1.7890005e-01 5.9238844e-02 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 ...
 [1.5026552e-06 1.0690856e-05 1.2522751e-05 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.2676855e-06 2.2859425e-05 4.5073921e-05 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.7271159e-07 1.6705721e-06 2.6922787e-06 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]]",electric guitar,"['pop', 'alt/indie', 'rock']","['humorous', 'silly', 'campy', 'quirky', 'whimsical', 'witty', 'wry']","['melodic', 'sad', 'energetic', 'dark', 'love']",0.24091224,0.64758134,0.4033838,0.4663528,0.4296825,0.76609284
OS_RJ_120_Stack_C#m_Chop_1.mp3,14,"[[1.1416673e+01 2.2255610e+01 8.3560457e+00 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.5714321e+01 1.6657127e+01 4.3023863e+00 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.1398904e+01 7.3846388e+00 1.2138627e+00 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 ...
 [2.3563131e-05 2.6824611e-05 3.8494213e-06 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.3565584e-05 1.4575778e-05 1.6953311e-06 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.2912043e-06 1.4904801e-06 1.8271191e-07 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]]",others,"['hiphop', 'electronic', 'ambient']","['literate', 'poignant', 'wistful', 'bittersweet', 'autumnal', 'brooding']","['deep', 'relaxing', 'love', 'summer', 'romantic']",0.121216275,0.44041738,0.01381096,0.07469381,0.39979705,0.49434492
OS_RSV_90_songstarter_1_alibi_Cm.mp3,15,"[[1.3595395e-03 9.4043268e-03 1.3117781e+00 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.0253762e-02 6.8066351e-02 1.2341654e+01 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [5.3622380e-02 3.4368834e-01 2.2388287e+01 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 ...
 [6.6796821e-07 4.1553617e-06 1.0086980e-05 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [2.2726982e-07 1.9408665e-06 9.2405899e-06 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [2.0576115e-08 1.9297991e-07 8.0136721e-07 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]]",others,"['pop', 'rock', 'country/folk']","['literate', 'poignant', 'wistful', 'bittersweet', 'autumnal', 'brooding']","['love', 'relaxing', 'meditative', 'melodic', 'happy']",0.15849172,0.26148036,0.005369873,0.0605087,0.6349394,0.5162037
OS_SD_124_C#m_Crusader_Shaku.mp3,16,"[[2.9217955e-07 2.1977772e-07 8.3017513e-09 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [4.0300390e-07 2.6714454e-07 7.1995903e-09 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.3906588e-07 1.1400238e-07 8.1848643e-09 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 ...
 [3.2517189e-06 5.5519668e-06 5.5678906e-06 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.4737915e-06 2.9113251e-06 2.7728038e-06 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.3525545e-07 2.7548140e-07 1.6219181e-07 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]]",others,"['ambient', 'electronic', 'symphony']","['literate', 'poignant', 'wistful', 'bittersweet', 'autumnal', 'brooding']","['relaxing', 'film', 'meditative', 'emotional', 'inspiring']",0.012381956,0.39551932,0.0186801,0.020285547,0.3494025,0.26510978
OS_SB_160_Fm_Classy_Vocal.mp3,17,"[[3.6115333e-04 3.2005252e-04 1.8080202e-05 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [4.1462918e-04 3.4613168e-04 5.2486896e-05 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [4.6496722e-04 5.3751376e-04 8.2843311e-05 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 ...
 [1.8009229e-04 4.3683886e-04 3.3786133e-04 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.7716181e-04 4.4969519e-04 4.4757102e-04 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [2.2611566e-05 5.5550056e-05 4.1579216e-05 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]]",vocal,"['hiphop', 'pop', 'electronic']","['literate', 'poignant', 'wistful', 'bittersweet', 'autumnal', 'brooding']","['happy', 'energetic', 'christmas', 'love', 'melodic']",0.54719657,0.8258135,0.16885129,0.4953556,0.5329765,0.7775772
Electric_Clean_F#m7_High.mp3,18,"[[1.9226223e-03 1.1893910e-02 3.5015587e-02 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.0521440e-02 5.9710622e-02 6.7505531e-02 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [9.0500981e-02 2.6934019e-01 3.0809277e-01 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 ...
 [1.5948790e-07 4.5357829e-06 8.5113697e-06 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [7.3445314e-08 1.4621870e-06 3.7645871e-06 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.4008348e-08 3.2150376e-07 1.3141163e-06 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]]",others,"['ambient', 'pop', 'rock']","['literate', 'poignant', 'wistful', 'bittersweet', 'autumnal', 'brooding']","['emotional', 'relaxing', 'sad', 'happy', 'melodic']",0.090164274,0.2901652,0.097521186,0.090967946,0.49036583,0.49332988
SO_SO_117_drum_loop_withoutyou_full_soul.mp3,19,"[[2.17005992e+00 1.37233210e+01 3.00188446e+01 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [5.70126305e+01 7.06712112e+01 3.64484596e+01 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [4.08126404e+02 5.81557861e+02 1.21206245e+02 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 ...
 [3.24940745e-04 1.08137436e-04 6.16697093e-07 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [1.43639467e-04 4.73113505e-05 2.87207598e-07 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [1.48904701e-05 4.85548890e-06 1.69639325e-08 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",drum,"['pop', 'funk', 'electronic']","['humorous', 'silly', 'campy', 'quirky', 'whimsical', 'witty', 'wry']","['energetic', 'happy', 'melodic', 'deep', 'dark']",0.2561417,0.8091517,0.15501094,0.6398805,0.4131598,0.8242928
OS_ES_105_sub_bass_soul_Am.mp3,20,"[[1.4591135e+01 7.4068062e+01 9.6846848e+01 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [7.0152542e+01 6.8970331e+02 1.5332074e+03 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [3.1363518e+01 2.0315187e+02 3.5068277e+02 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 ...
 [2.9606162e-10 3.5164460e-09 2.7991038e-09 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.1840345e-11 4.3551491e-12 1.2340128e-12 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [3.1375644e-12 9.7325511e-13 2.1347019e-13 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]]",bass,"['ambient', 'experimental', 'electronic']","['aggressive', 'fiery', 'tense', 'anxious', 'intense', 'volatile', 'visceral']","['space', 'dark', 'soundscape', 'dream', 'deep']",0.0194643,0.9532003,0.6044942,0.53618675,0.051862836,0.5893613
"KSHMR Electric Guitar Chords 04 (94, Am).mp3",21,"[[2.6284716e-10 1.3901202e-06 3.1760617e-05 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.3675363e-09 1.2698682e-05 4.9705879e-04 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [4.3978532e-09 4.8292091e-05 7.8053901e-04 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 ...
 [1.2653797e-18 2.5423916e-14 8.2114046e-13 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.3131651e-18 2.5071792e-14 5.1185884e-13 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [4.0820588e-19 7.1158915e-16 1.6470457e-14 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]]",electric guitar,"['pop', 'electronic', 'rock']","['literate', 'poignant', 'wistful', 'bittersweet', 'autumnal', 'brooding']","['happy', 'energetic', 'background', 'love', 'inspiring']",0.22143203,0.48515517,0.12616168,0.24371926,0.5574276,0.6337034
CRUELS_70_melodic_loop_summon_Emin.mp3,22,"[[6.42444611e-01 8.74848783e-01 5.25207937e-01 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [2.15279058e-01 5.18153548e-01 1.65635377e-01 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [1.11103825e-01 2.12116823e-01 3.56431723e-01 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 ...
 [9.25966189e-04 1.13882683e-03 6.67181885e-05 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [4.20504599e-04 5.17491950e-04 3.04537316e-05 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [3.58243560e-05 4.54162837e-05 2.93465700e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",others,"['ambient', 'experimental', 'electronic']","['literate', 'poignant', 'wistful', 'bittersweet', 'autumnal', 'brooding']","['meditative', 'film', 'dark', 'soundscape', 'relaxing']",0.0917136,0.3941338,0.042685974,0.07066641,0.23414312,0.2864722
MEDASIN_180_drum_loop_jumpity.mp3,23,"[[8.5649672e+00 3.5475166e+01 7.0764099e+01 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [4.8322769e+01 6.1805133e+02 7.5475214e+02 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [3.3961182e+02 1.0716854e+03 4.7246698e+02 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 ...
 [8.3781371e-05 5.7651619e-03 2.5402606e-02 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [6.6456138e-05 3.6052086e-03 8.6801732e-03 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.0957556e-05 6.0457009e-04 1.4104807e-03 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]]",drum,"['hiphop', 'electronic']","['humorous', 'silly', 'campy', 'quirky', 'whimsical', 'witty', 'wry']","['energetic', 'deep', 'dark', 'film', 'summer']",0.21454869,0.8509207,0.034708023,0.23756106,0.37741333,0.6454583
SCP_MUSH_110_perc_urusula_vocoded.mp3,24,"[[2.45681207e-07 2.61424219e-07 1.34360079e-07 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [3.85199144e-07 9.01958572e-07 2.63549782e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [1.03189018e-06 1.31606075e-05 7.92645442e-05 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 ...
 [7.39366263e-02 7.48341531e-02 2.47259177e-02 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [7.27853179e-02 8.51093084e-02 2.08479464e-02 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [4.72807558e-03 4.82914597e-03 1.57535798e-03 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",drum,"['ambient', 'electronic', 'house']","['humorous', 'silly', 'campy', 'quirky', 'whimsical', 'witty', 'wry']","['deep', 'summer', 'happy', 'background', 'energetic']",0.21253715,0.8806164,0.03998992,0.40610832,0.34181774,0.81772715
Loop 5.mp3,25,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",others,"['pop', 'electronic', 'symphony']","['literate', 'poignant', 'wistful', 'bittersweet', 'autumnal', 'brooding']","['energetic', 'film', 'melodic', 'happy', 'love']",0.29287246,0.6588603,0.24580652,0.38875675,0.41056314,0.8371931
KSHMR War Horn 35 (F).mp3,26,"[[2.1051675e-07 9.4761390e-08 5.8096287e-08 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [3.7327186e-07 1.4671387e-07 4.5473399e-08 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [6.7169486e-07 2.4294872e-07 7.3532254e-07 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 ...
 [1.8558007e-09 5.4678467e-10 2.0822428e-09 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [1.4952091e-09 4.3853771e-10 1.2806236e-09 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [4.6328422e-10 1.2397035e-10 5.0299438e-11 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]]",others,"['ambient', 'experimental', 'electronic']","['aggressive', 'fiery', 'tense', 'anxious', 'intense', 'volatile', 'visceral']","['dark', 'soundscape', 'space', 'film', 'energetic']",0.084264174,0.8250337,0.63349056,0.36747858,0.031904846,0.5633141
OS_4AM_140_G#_Gemini_Vocal_Loop_1.mp3,27,"[[1.9093648e-05 5.9996351e-06 6.6174749e-07 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [2.6834428e-05 1.1492023e-05 2.4804297e-06 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [3.0829286e-04 3.5322362e-04 7.0745125e-05 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 ...
 [6.4071841e-08 2.0166046e-07 2.3543858e-07 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [5.8516836e-08 1.7116123e-07 2.2921073e-07 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]
 [4.7212629e-09 1.7025764e-08 3.0319928e-08 ... 0.0000000e+00
  0.0000000e+00 0.0000000e+00]]",vocal,"['alt/indie', 'electronic', 'rock']","['literate', 'poignant', 'wistful', 'bittersweet', 'autumnal', 'brooding']","['energetic', 'dark', 'film', 'happy', 'melodic']",0.076610506,0.7246986,0.46543583,0.24923585,0.29180977,0.78291583
